,Converted_Date,BTC_Price,gemini,Korbit,COINONE,litecoin,btcecom,bitfinex,BTxbox,itBit,QuadrigaCoinEx,Bitaccess,Bitstamp,coinbase,cryptsy,krakenfx,bitpanda,Poloniex,BitcoinSource,Dashpay,OKCoin,Coinsquare,BitPay,monerocurrency,zcashco,CoinCorner,Ripple_x,Bitwage,huobicom,Ripple_y,mineZcash,Bitcoin,Coinigy,coindesk,cex_io,EthereumNetw,ShapeShift_io,coinmama_com,bisq_network,BitcoinBabeAU,binance_2017,CoinCheckup,BithumbOfficial,Bchen2017,Compound 
1039,6/21/13,111,,0.367725,,0.3182,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,6/22/13,109.09,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,6/23/13,107.68389,,0.28156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,6/24/13,101.96936,,-0.2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,6/25/13,103.86665,,,,0.209133333,,,,,,,,-0.0166,-0.1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,6/26/13,104.40565,,0.041825,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,6/27/13,102.79001,,-0.0129,,0,0,,,,,,,,-0.09134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,6/28/13,96.63498,,-0.4019,,-0.0129,,,,,,,0.2978,,0.061285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,6/29/13,95.85301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,6/30/13,96.5,,,,,,,,,,,,,0.6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,7/1/13,90.998,,,,0.5719,,,,,,,-0.00045,,-0.0516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,7/2/13,89.55,,0,,0.7424,,,,,,,0.27975625,0.156433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,7/3/13,82.8,,-0.169916667,,,,,,,,,0.244263636,,0.3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,7/4/13,79.8,,,,0,,,,,,,0.093084615,,0.03558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,7/5/13,67.85844,,0.6166,,,,,,,,,0.118936364,,-0.23835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,7/6/13,69.34602,,0,,-0.11315,0.5859,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,7/7/13,70.942,,0.3612,,0,0.0258,,,,,,,,0.0781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,7/8/13,77.64,,,,,,,,,,,0.5483,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,7/9/13,76.32791,,0.29205,,,,,,,,,0.502027273,-0.1027,0.2686625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,7/10/13,78.58899,,0,,,,,,,,,0.01238,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,7/11/13,87.15,,0.128,,,,,,,,,0.3845875,0,0.163675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,7/12/13,97.8,0,-0.1806,,,,,,,,,0.178677778,0,-0.119175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,7/13/13,95.995,,,,,,,,,,,0.156,,-0.017811111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,7/14/13,94.75,,,,,,,,,,,0.6148,,0.084883333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,7/15/13,98.37516,,,,,,,,,,,0.047514286,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,7/16/13,97.01,,,,,,,,,,,-0.069111111,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,7/17/13,97.97,,0.148,,,,,,,,,0.301175,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,7/18/13,90.40001,,0.4939,,,,,,,,,0.22174,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,7/19/13,93.41082,,0.425966667,,,,,,,,,-0.059083333,,0.011141667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,7/20/13,91.8775,,,,,,,,,,,-0.3164,,-0.274269231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,7/21/13,88.93999,,0.1311,,,,,,,,,,0,0.17421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,7/22/13,91.788,,,,,,,,,,,0.0987625,,-0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,7/23/13,95.396,,0.2282,,0,,,,,,,0.26512,0.743,0.228642857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,7/24/13,93.6216,,0.31835,,,,,,,,,0.3105875,,-0.195935714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,7/25/13,96.2,,0.0657,,,,,,,,,0.4199,,0.1974125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,7/26/13,96.39475,,,,0,,,,,,,0.104485714,0.4926,0.083816667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,7/27/13,95.20461,,0.1516,,,,,,,,,,,0.106066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,7/28/13,99.00001,,0.2497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,7/29/13,101.04202,,,,,,,,,,,0.207542857,0.3086,-0.3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,7/30/13,101.89998,,0.44475,,,,,,,,,0,0.56445,0.459766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,7/31/13,104.95555,,0.8854,,,,,,,,,0.0927,0.1161,0.3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,8/1/13,104.19,,0.2187,,,,,,,,,0.037566667,0.296716667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,8/2/13,105.5,,0.27968,,0.1901,,,,,,,0.149575,0.7256,-0.066983333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,8/3/13,103.80001,,-0.128,,,,,,,,,,,-0.07945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,8/4/13,104.67459,,0,,,,,,,,,0.32074,0.3818,-0.049333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,8/5/13,106.4,,-0.07655,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,8/6/13,106.88378,,0.279566667,,,,,,,,,0.08038,0.3991,-0.033981818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,8/7/13,105.6,,0,,0.296,,,,,,,0.098375,0.35855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,8/8/13,101.9,,,,0.6808,,,,,,,0.161671429,0,0.025675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,8/9/13,102.3,,0.0772,,,,,,,,,0.6696,0.31245,-0.304333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,8/10/13,102.61802,,-0.4574,,,,,,,,,,,0.1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,8/11/13,103.85001,,-0.4404,,,,,,,,,-0.075966667,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,8/12/13,104.99498,-0.5423,,,,0,,,,,,0.0143,0.6369,0.112775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,8/13/13,107.29884,,0.31085,,,,,,,,,0.198833333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,8/14/13,100.03,,0,,,0.0129,,,,,,0.280866667,,0.008475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,8/15/13,98.28,,,,,,,,,,,0.325633333,0,0.2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,8/16/13,98.51,,,,,,,,,,,0.1555625,0.3396,0.1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,8/17/13,98.39,,0.61765,,,,,,,,,-0.2732,,-0.4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,8/18/13,99.02,,0,,,0.0258,0.7345,,,,,0.063,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,8/19/13,102.07,,0.3182,,,,,,,,,0.23385,0.4574,0.21075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,8/20/13,104.59,,0.42335,,,0.109725,0.4588,,,,,0.39555,0.33785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,8/21/13,109.75,,0.4939,,,,,,,,,0.135275,-0.1511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,8/22/13,111.01,,,,,,,,,,,0.37036,0.213666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,8/23/13,107.48,,,,,,,,,,,0.02105,,-0.0865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,8/24/13,108.79,,-0.4767,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,8/25/13,112.9,,,,,,,,,,,,0,0.1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,8/26/13,111.8,,,,,,,,,,,0.15698,0.535475,0.090183333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,8/27/13,117.52,,0.57304,,,0,,,,,,0,0,-0.06486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,8/28/13,119.25,,0.2196,,,,,,,,,0.041433333,0.244533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,8/29/13,119.48,,,,,,0.7783,,,,,0,0.4926,-0.278575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,8/30/13,124.79,,,,,,,,,,,0.31325,,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,8/31/13,132.75,,,,0,,0.620966667,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,9/1/13,130.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,9/2/13,131.03,,,,,,,,,,,0.3266,-0.1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,9/3/13,130.45,,,,,,,,,,,0.32985,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,9/4/13,126.74,,,,,0,,,,,,0.287614286,0.6114,-0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,9/5/13,124.51,,0.0341,,,,,,,,,0.57425,0,0.2944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,9/6/13,122.44,,0.4184,,0.2086,0.28595,,,,,,0.384133333,0.4926,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,9/7/13,120.15,,,,,0,,,,,,,,-0.1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,9/8/13,118.51,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,9/9/13,121.66,,-0.030966667,,,0,0.6588,,,,,0.21935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,9/10/13,123.39,,,,,0.1909,,,,,,0.11935,0,,0.25465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,9/11/13,124.1,0,-0.20015,,,,0.09665,,,,,0.0408,-0.5093,-0.0386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,9/12/13,128.45,,0.35212,,,,,,,,,0.47475,,0.017033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,9/13/13,128.29,,,,,,,,,,,,0.03455,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,9/14/13,124.32,,,,,,,,,,,,,0.06162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,9/15/13,125.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,9/16/13,126.02,,,,,0,,,,,,,0.5757,-0.083488889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,9/17/13,127.56,,,,,,,,,,,0,0.48235,-0.0903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,9/18/13,127.23,,0,,,,,,,,,,,0.14635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,9/19/13,124.1,,0,,,,,,,,,,0.1064,-0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,9/20/13,123.98,,,,,,0,,,,,,-0.3802,-0.14695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,9/21/13,123.5,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,9/22/13,122.78,,-0.2202,,,,,,,,,,,0.093588889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,9/23/13,123.02,,0.308,,,,,,,,,0.113371429,0.1759,0.39185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,9/24/13,122.59,,,,,,,,,,,0.236533333,0.648533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,9/25/13,124.18,,-0.111375,,,0,,,,,,0.3569,0.138583333,0.6705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,9/26/13,123.85,,-0.1779,,,,,,,,,0.334775,0.8622,-0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,9/27/13,125.6,,,,,,,,,,,0.1846,-0.063733333,0.7574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,9/28/13,126.5,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,9/29/13,128.1,,,,,,0,,,,,0.4199,,0.045233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,9/30/13,125.8,,,,,,0.5186,,,,,0.102233333,0.08895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,10/1/13,127.11,,-0.481,,,,,,,,,0.27518,0.2463,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,10/2/13,104.47,,0.3164,,,,0,,,,,0.4394,0.5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,10/3/13,116.95,,,,,,,,,,,0.149466667,0.3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,10/4/13,122,,,,,,,,,,,0.32612,0.4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,10/5/13,121.51,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,10/6/13,121.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,10/7/13,123.6,,,,,0.5719,,,,,,0,0,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,10/8/13,123.84,,,,,,0.36095,,,,,0,0.555,0,-0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,10/9/13,126.08,,,,,0,,,,,,,0.34828,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,10/10/13,126.43,,,,0.802,,,,,,,,0.044828571,0.4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,10/11/13,126.84,,-0.1513,,,,,,,,,-0.13784,0.6973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,10/12/13,127.53,,,,,0.5719,,,,,,0,0.3818,-0.07925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,10/13/13,129.74,,,,,,,,,,,,,-0.008371429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,10/14/13,135.69,,,,,0,,,,,,0.45625,0.3802,0.067433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,10/15/13,139.24,,,,,,,,,,,0.247233333,0.59625,0.10115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,10/16/13,141.83,,,,,,,,,,,0.6357,0.3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,10/17/13,143.33,,,,,0,,,,,,0,0.480725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,10/18/13,150.59,,,,,,0.6988,,,,,0.4454,0.4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,10/19/13,165.05,,,,,,,,,,,0.4374,,-0.2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,10/20/13,165.71,,,,,,,,,,,-0.0772,0.1491,-0.138066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,10/21/13,177.07,-0.6486,,,,,,,,,,0.0617,0.2202,0.649955556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,10/22/13,191.78,,,,,,,,,,,0.203575,-0.087333333,0.38835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,10/23/13,199.95,,0,,,0.5719,,,,,,0.42734,0.368025,0.1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,10/24/13,195.78,,,,,,,,,,,-0.15722,,0.04482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,10/25/13,172.81,,0.85995,,,,0.5106,,,,,0.11315,-0.303733333,0.609933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,10/26/13,179.71,,0.7003,,,0.5719,,,,,,0.6808,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,10/27/13,189.06,,0.5586,,,,,,,,,0,,-0.1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,10/28/13,196.25,,-0.6049,,,,,,,,,0.19425,,-0.2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,10/29/13,202.09,,0.4215,,,,,,,,,,0.6588,-0.0898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,10/30/13,203.39,,0.3612,,,,,,,,,0.40655,0,0.6124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,10/31/13,201.61,,,,,0,,,,,,0.3294,-0.354866667,0.8016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,11/1/13,203.24,,,,,0.5719,,,,,,,0.409166667,0,0.6114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,11/2/13,204.15,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,11/3/13,206.85,,-0.2824,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,11/4/13,225.1,,,,0.6124,0,,,,,,0.3548,,0.05135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,11/5/13,246.63,,-0.4926,,,,0,,,,,0.6288,-0.159283333,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,11/6/13,258.23,,,,,-0.4019,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,11/7/13,292.32,,0.8153,,,-0.20095,0.4927,,,,,,0.24695,0.05295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,11/8/13,325.56,,,,,0.0258,,,,,,0.4545,-0.1511,-0.25,-0.05135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,11/9/13,359.76,,,,0,0.28595,,,,,,,0.4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,11/10/13,296.91,,,,0.7906,,,,,,,-0.5743,0.65365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,11/11/13,339.38,,,,,,0.6908,,0.19412,,,,,-0.128,0.8172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,11/12/13,353.95,,0.7717,,,,0.2003,,0.583533333,,,,0.4926,0,0.3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,11/13/13,391.64,,,,,0.0129,,,0.595166667,,,,-0.2463,-0.0772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,11/14/13,416.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,11/15/13,428.24,,,,,0.4588,,,0.6802,,,,0.3869,,0.267933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,11/16/13,433.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,11/17/13,463,,,,,,,,0,,,,,,0.7027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,11/18/13,583.16,,,,,-0.1556,0.3612,,,,,-0.0516,0.4201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,11/19/13,559.99,,,,,0.085,0.3182,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,11/20/13,595,,,,0.3182,-0.4019,,,0,,,,0.5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,11/21/13,694.95,,,,0,,0.2481,,0.2523,,,0.1779,,,0.37515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,11/22/13,761,0.4404,,,,-0.4019,0.4019,,,,,,0.7096,0.7783,-0.1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,11/23/13,837.99,,,,,,,,,,,,,0.427566667,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,11/24/13,833.16,,-0.361125,,,,,,,,,,,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,11/25/13,814,,0.20095,,0.4588,,,,,,,,0,0.13915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,11/26/13,844.9,,0.7222,,0,-0.4019,,,,,,,0.5983,0.103893939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,11/27/13,961,,,,0,,,,,,,,,0.21018125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,11/28/13,1009,,,,-0.4404,0,,,0.17975,,,,0.7177,0.170873256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,11/29/13,1083.9,,-0.6908,,0,0,,,0,,,,0.2003,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,11/30/13,1119.96,,,,,0.4019,,,,,,-0.5743,0.4008,0.21602381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,12/1/13,970,,-0.314,,0,,,,,,,,0.3182,0.158909524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,12/2/13,992.27,,,,,0.5719,,,,,,,0,0.3367125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,12/3/13,1060,,0.7263,,,,,,0.8625,,,,0.3818,0.194211111,0.5811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,12/4/13,1151,,,,,0,,,0.5562,,,,,0.150975,0.324044444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,12/5/13,1028.34,,0,,,,,,,,,,0.3294,0.048445833,0.4428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,12/6/13,894,,0.6996,,,,,,,,,,0,0.152065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,12/7/13,727.29,,,,,,,,0.2985,,,,0.085,0.181790909,0.2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,12/8/13,722.99,,0.3182,,,,,,,,,,,0.153806452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,12/9/13,871,,,,,,0.3182,,0.765,,,,0.1231,0.12516,0.56566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,12/10/13,936.98,,,,0.2083,0,,,,,,,,0.362808333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,12/11/13,886.2,,,,,,,,,,,,-0.010866667,-0.017758333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,12/12/13,845.75,,,,0.3825,,0.08205,,,,,,0.375825,-0.156925,-0.31106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,12/13/13,874,,-0.1901,,,,,,,,,,,0.116557143,0.36725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,12/14/13,864.7,,,,,,,,,,,,0.45205,0.26159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,12/15/13,848.17,,0.4008,,,,,,,,,,0.7777,0.1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,12/16/13,709,,0.7414,,,0.0129,,,,,,,0.269133333,-0.021592308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,12/17/13,702.05,-0.2732,0.2714,,,0,,,,,,,,-0.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,12/18/13,576.16,,,,,,,,,,,,0,0.004216667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,12/19/13,653,,0.7506,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,12/20/13,660,,,,,-0.066833333,,,,,,,,-0.14515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,12/21/13,612.5,,,,,,,,,,,,0.34,0.16005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,12/22/13,637,,0,,,,,,,,,,0.8176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,12/23/13,639.9,,,,,,,,0.8176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,12/24/13,647.27,,0.7096,,,,,,,,,,0.08895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,12/25/13,658.07,,0,,,,,,,,,,,0.48285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,12/26/13,734.42,,,,,,,,,,,,,0.27408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,12/27/13,715.51,,0.31245,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,12/28/13,701.61,,0.7372,,,,,,,,0,,,0.0348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,12/29/13,714.79,,,,,,,,,,,,,-0.05135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,12/30/13,739.1,,0.2423,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,12/31/13,731,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,1/1/14,746.9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,1/2/14,758.01,,,,,,,,,,,,-0.3612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1/3/14,806.21,,,,,,,,,,,,,,-0.5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1/4/14,822.38,,,,,,,,,,,,,,0.3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,1/5/14,896,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1/6/14,934.21,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,1/7/14,867.38,,0.4374,,,,,,,,,,0,,0.1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,1/8/14,825.29,,,,,,0.8442,,,,,,-0.1027,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,1/9/14,809.17,,,,,,,,,,,,0.571825,0.653766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,1/10/14,827.46,,,,,0,,,,0.3774,,,0.54075,0.4665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
